Date,AAPL,ABT,ADBE,AMGN,AMZN,BA,BKNG,BLK,BMY,CAT,COST,CRM,CSCO,CVX,DHR,DIS,FIS,GE,GILD,GOOGL,HON,IBM,INTC,JPM,KO,LIN,LMT,MCD,MDT,META,MMM,MRK,MSFT,NFLX,NKE,NVDA,ORCL,PEP,PFE,PYPL,QCOM,SAP,SBUX,SPGI,T,TSLA,TXN,UNH,V,WMT,ZTS
2001-04-16,285224800,6373345,18172200,7894200,126202000,2145500,161317,159500,3086542,3760800,5238300,,112225600,3695000,1813370,3461733,,2948437,22400000,,4520178,9611171,59342200,6377000,8287000,1232600,727900,2444300,2421700,,4893554,4578502,65857400,,14552000,764112000,43783600,4739500,11583987,,23467800,708200,17379200,884800,7024217,,9501400,6614000,,20263500,
2001-04-17,685199200,8130971,9180400,9345200,101470000,2258600,246133,247100,4425617,5792800,6327600,,179699500,4591600,2049042,5099848,,4279117,15897600,,4602622,10415336,74191900,5115500,8815800,1299800,634800,2844000,4211900,,4382622,4985441,85149200,,8573600,1112448000,40606700,3449600,13103750,,28842800,825900,11406400,1502600,7468552,,14859900,8026800,,19352400,
2001-04-18,1100842400,8478264,17754200,14598500,391100000,3078200,356417,258300,8839150,7891400,7148500,,140776100,6590800,7590919,7604257,,7603542,32326400,,7552895,20725758,49959200,15206700,14767400,1712400,1647900,4294700,4277000,,8180162,8203115,156696400,,20862400,2301864000,95540700,5387200,28964342,,51701600,1956400,25098400,1525600,13454356,,24527000,12273200,,38990700,
2001-04-19,1873670400,7100677,12404800,9380400,174852000,3551000,689033,17500,5779610,3230600,8050700,,94046600,4761400,6184025,5263457,,4603503,19140800,,3148622,27010230,85981400,11593500,10836400,1372000,1876700,4907300,4247200,,4603882,5655008,159375600,,16092000,1632264000,103097600,4046400,25906688,,55586000,2588500,17739200,1442000,9736564,,12315600,7152800,,21129000,
2001-04-20,693403200,10627068,9952400,8424600,170442000,7352100,506533,60800,7535589,3095800,3014500,,82599000,4349400,1459266,5262646,,4855775,18073600,,5716252,13346019,62659300,8496300,9167200,2276200,1717400,4010000,4666100,,5197816,16874162,192919600,,9133600,1773840000,60473500,5677600,20592209,,33502800,1258300,15711200,2954800,12529674,,12010400,6340000,,21800700,
2001-04-23,541525600,8077284,6175400,7712000,233792000,4319900,283533,72100,4387162,3266800,3089900,,86046500,4328600,1962153,5707146,,3382809,13305600,,2620600,8930225,58508800,5135800,6661000,1525400,1054000,3437600,3146500,,7152319,6132896,92171200,,6832000,1239000000,61003400,6672800,12421812,,27689000,482000,16105600,1527600,15068179,,9255700,7620800,,16448400,
2001-04-24,377137600,5584752,7051000,9716900,141652000,3094100,144517,78400,7441239,5042400,16655300,,82895500,5287200,1291438,6281196,,3884140,16043200,,2342848,9144132,50134100,6179000,8686800,1714400,1496800,5059300,7523800,,7535039,5098939,89176600,,6303200,1828320000,53129800,4675600,11714472,,26453200,462500,26670400,1371200,7645041,,8886300,4900400,,24526500,
2001-04-25,330780800,4154146,5446600,7607100,186342000,3228400,316650,47800,7413711,5245800,3808600,,91861200,5224800,2277573,9158236,,3726246,22035200,,3625771,7173991,64640600,8079600,6495400,1705000,1194100,4285700,4086100,,4018799,4680158,76744000,,4781600,1423728000,42959000,4042300,10785477,,35864400,436900,21449600,1521000,10321772,,9703900,7560000,,16225200,
2001-04-26,799696800,8220969,8301200,10395700,119212000,3036600,241717,28100,5244506,5166800,2985100,,102367300,10751600,3148848,6729143,,4391148,35606400,,3196347,7684021,53730100,7012500,8592800,1855600,825300,3033100,4921000,,3117972,4794600,118737600,,7180000,1486008000,45575700,4213500,17792785,,62933200,957300,17641600,1612200,8546817,,9501800,10723200,,15568200,
2001-04-27,453012000,4656039,5407600,22919100,88920000,2141800,445767,23700,4198042,4117400,5103100,,61868800,6143800,2762011,4785200,,3272093,46368000,,3162572,7730568,42007500,6371800,6961800,1258800,958200,2824000,3388700,,3792516,4171983,121572400,,11600800,915672000,47171900,5774000,13714543,,33430000,476100,111773600,569600,8343848,,8286000,12341200,,23292600,
2001-04-30,494776800,6331910,9343200,12444500,115606000,3112800,625967,36000,6549643,5055000,4457200,,88925800,4541200,6565505,3923974,,3807874,54358400,,2499346,7695631,41266300,7737700,7674000,1275800,1534800,5778400,4121400,,6031906,4660246,74368200,,9381600,1583280000,92948800,2996600,14731969,,29310000,893100,28308000,917000,9209214,,11470700,7725200,,19793400,
2001-05-01,427252000,6748929,14460200,8206500,102158000,4773800,3198300,36400,8531620,4617200,4024800,,84418000,5795800,2931029,4180436,,2726671,36360000,,2658046,8149177,37209500,8051200,8458000,1471200,3556100,4017200,5499900,,4204897,4869218,83702800,,7025600,1867368000,64021600,3748200,9886520,,27274200,647500,24913600,846200,9888162,,9396700,7168400,,22857000,
2001-05-02,368524800,7324780,12565600,7426400,149944000,3346200,4128800,38200,5907581,4183200,3877400,,170728200,7004800,4368870,3778104,,3780874,61388800,,3673077,10152685,45022200,6753000,7669600,1087000,3195300,3582800,3274800,,5161697,4566136,92864400,,4779200,1547784000,65788100,2954700,11106947,,25198200,723300,18270400,723400,10401741,,10145900,21074800,,23069400,
2001-05-03,301543200,5047217,8180800,7270500,100200000,2171400,1831433,65900,4935400,2766400,3386400,,103489100,6340200,6816651,4089610,,3853467,32820800,,8829420,6880588,37080900,7494000,8591600,2007400,1131400,6436500,3907700,,4804093,3935659,66273400,,5381600,960504000,50568500,3939400,13184802,,22814000,749500,16839600,1152200,9629982,,9237800,15918000,,22772100,
2001-05-04,281052800,5617276,9488200,12276200,131690000,2391200,1088067,66700,4935190,4072200,4599900,,103541800,4572800,25661531,2957831,,3821166,14632000,,3650526,9080744,35393400,8223200,8819000,1477800,797200,6354700,4960500,,5005738,3341443,119538400,,6878400,953520000,48155400,3610700,9730106,,30661200,922900,26890400,937400,6827603,,9253700,14088400,,22336200,
2001-05-07,276550400,7524824,5545000,5923800,101674000,2149200,948350,86100,4987723,5946200,3045400,,123910800,3188600,4195686,3060720,,3073572,31049600,,4120648,6368676,33647800,10128700,7014600,1629200,777200,3380700,4072600,,3509303,2964897,109356200,,4399200,975600000,46012500,2178500,8315006,,19977000,330900,13495200,1469600,6279202,,7051600,6767600,,14151000,
2001-05-08,315436800,9595882,6194000,6538500,143830000,2663200,1314450,25300,4114094,4680800,6955200,,167326100,3768200,8127134,2678966,,3158247,19702400,,3545215,7955667,41514400,8695500,6875600,3120200,1243800,4155100,2419900,,4317560,3219561,75084000,,4370400,1620144000,34351300,2607400,9546078,,20837200,343600,27590800,675000,8194501,,5400900,10938400,,13312800,
2001-05-09,324889600,10669616,5112800,7211500,93420000,2575400,908017,74400,5951709,3524200,5220300,,119875800,3297200,4005839,3529954,,4819927,18868800,,5996311,8033489,61622800,6490800,10038000,1645800,864300,6109200,3320700,,3118929,4193258,76676600,,13472800,1319040000,41358100,5084200,11677582,,17913600,541100,13080800,718400,9322814,,8992900,11662000,,16332900,
2001-05-10,288976800,7736675,4206200,7401400,100252000,2441900,526067,24100,3211572,5403800,8143400,,64343100,4027400,4828908,5179321,,2831106,19566400,,2000483,8361619,49116200,5905800,7317200,3679400,1166200,5256700,3473000,,2803424,3021070,64334600,,14444800,998904000,40520200,5587400,8765907,,15230200,714100,11176400,750800,6406968,,6997000,14080800,,24645600,
2001-05-11,203044800,7238346,4183800,5430500,69738000,1659000,299033,33400,3574262,5804600,5808800,,45258000,3083000,4211160,4334820,,2477528,10113600,,2411237,8776149,47531600,5675600,9636400,2052400,693800,4851300,5040600,,2702721,5220822,51128800,,15259200,921216000,34225400,3340600,9536697,,12634600,322900,13471600,1025800,5637592,,4372600,6279600,,19588800,
2001-05-14,309220800,6328791,5371400,7300300,123884000,1399700,1201933,29500,3486216,3302800,3786900,,40417000,4496600,2200801,2824227,,2289482,8953600,,2139150,5496521,41994500,5469800,7585600,1107400,1951600,6319700,2560500,,1962397,3053767,44968000,,5295200,702432000,27117300,2248900,9325687,,18167600,157600,20039600,826800,4894696,,4329700,4814000,,14400900,
2001-05-15,237025600,15751361,7653800,6152700,122624000,2684000,1102150,80300,2894691,6048200,2574100,,86610500,4923400,2928649,4712114,,3721363,19926400,,4604301,6143576,47310800,5821200,6936400,2041800,1137400,4320400,3601200,,3400467,4025578,61385600,,8804800,1242600000,38532000,3839200,12037734,,37908200,306700,18256400,2523200,6558434,,5579800,6251200,,40235100,
2001-05-16,322330400,16249021,10348000,9868600,145580000,3985800,1188750,53700,8511448,7436400,3377200,,91196200,4281000,3708272,7950431,,5108173,49984000,,6660901,8155348,59906400,9348000,11359000,4032800,1434400,4870500,5052500,,8576038,6466370,91893800,,8776000,957096000,61700300,4613200,19002250,,34841400,882100,17761200,1697200,8917802,,7624900,5676800,,28813200,
2001-05-17,332119200,13706367,8416400,10143900,135108000,6050600,899533,73700,6750111,7476400,4841200,,101042200,3347400,3877885,9518702,,4059396,61409600,,4018903,7204534,56376100,7818200,9574800,5343000,1450200,7799800,3860100,,9638325,5541195,106984800,,16219200,919056000,44326500,5053300,19005728,,31584000,581200,22518800,1715400,9221263,,8262700,13045200,,19618500,
2001-05-18,159051200,10603232,4414000,7043500,101436000,3360700,257083,114400,6175711,3682600,3500300,,74267000,4499200,1768140,8055550,,3610271,68102400,,4849431,7023785,34775000,5556700,6726000,4151000,1171800,8899900,3488700,,4704107,4496234,90605400,,8616000,575832000,29843000,2621400,10606718,,15781000,345600,12053600,1542800,5860289,,8638600,14292000,,17582700,
2001-05-21,460997600,7053896,7026600,7166800,144648000,1554800,1480800,42700,9979228,4775200,5857700,,142051000,4344200,4628943,10705018,,3806956,44356800,,3004816,8796232,44417800,6909900,7996600,2988400,1047100,5809200,4944500,,3348800,5217573,103491600,,7160000,1064688000,68843600,2737600,8215298,,25088400,739400,14990800,1511000,5304738,,11854900,14784000,,23258700,
2001-05-22,412916000,6673188,6346800,7187300,146180000,2812700,861433,86200,5910313,4368400,4740200,,148928700,3929400,4274839,6933908,,3626318,24835200,,2716365,6281544,39665300,8750800,5928600,1602000,1131400,6826700,6995900,,5156674,6538682,83455600,,13677600,1049976000,61060300,4209300,9432773,,21910000,576100,16757200,1673600,7465639,,9636300,22848400,,20381100,
2001-05-23,281041600,9759170,4788600,8825200,178530000,3687500,601650,37000,7909101,6325200,3513500,,76492600,3562600,2488250,6140598,,3338385,35392000,,3673916,6697120,53488500,6283400,8525800,1297400,3027000,4142100,17457300,,3355498,7660146,93637400,,11368800,2244912000,41615300,2438500,16836491,,24848400,735900,19695200,1325000,7783664,,6023100,27742800,,16698300,
2001-05-24,271756800,11574047,5319800,6929900,106698000,4253400,638300,45200,14220138,6181000,4340800,,80093600,2863200,2148429,6037304,,2728173,58017600,,3033871,8081814,47217900,5418700,6694000,2473800,2234300,2997300,6047200,,6123281,8983037,80781600,,3976000,1680576000,30695500,2317600,16164882,,20010200,1297700,14564800,913000,8144321,,8899200,21636000,,13573500,
2001-05-25,158743200,4780343,2934000,4175500,138574000,3187800,398867,53800,4748276,3140600,3664000,,46276500,5267400,3244069,6429498,,3262766,24172800,,2833214,5888039,29592100,3857900,4007000,1039000,1354000,2056600,4117400,,2505620,3747229,52747600,,5265600,947952000,27635500,2203200,13437235,,14916600,533000,6543200,466000,7987692,,5668900,10410000,,15528600,
2001-05-29,515989600,7067262,5576400,6635200,187898000,2271400,239183,67800,6637479,3883800,3001700,,67521100,5590800,2273407,4457577,,2716280,25536000,,6738101,6085628,37797600,5391800,4531800,1057600,722500,2782100,3387300,,3720517,4717467,71210800,,8752000,920568000,44873200,2098400,10646981,,17413400,343200,7977600,770400,7842449,,7063400,9436800,,15001800,
2001-05-30,777078400,6633090,6748000,8832000,177028000,3197700,343933,13200,6271952,4958800,6675900,,82251200,4140600,2615609,5693969,,3255003,25492800,,2981740,10040240,47272800,5402700,5220400,1395200,2437700,3601200,6849000,,4036500,5210132,86501800,,17573600,3308904000,60895300,3762400,9875875,,24797400,786700,18268000,916000,5704057,,13332900,13345200,,17909400,
2001-05-31,442892800,5985731,7268200,6845300,192640000,2653000,653517,62500,6734666,2933600,14358600,,57099600,4903400,4143910,5025748,,2793485,33379200,,3635946,7033409,38761100,5875300,7223400,3031400,2271700,5132400,3892900,,3734869,3969824,70682600,,11191200,1262928000,77868700,3717100,11626779,,21987400,467700,21777200,1913600,6167192,,8670500,14947200,,17642100,
2001-06-01,456075200,6986843,7841600,6206600,129372000,3301500,505867,67400,6479039,3008000,6726600,,72830000,3514600,3262518,3542119,,2808467,30720000,,2888806,5375289,60601900,6006400,6972600,2232800,903000,4096200,2836600,,5111465,5066451,57587600,,7395200,1022472000,38975400,2005700,8346099,,14297000,719500,17626400,1290200,7049903,,7778100,9252800,,12465300,
2001-06-04,281920800,8323887,5020400,7780800,122820000,2465900,353550,67400,5091003,2770600,3682000,,52929400,4290000,2612038,2927015,,2879683,28544000,,3972227,3987561,37894700,4271200,4484800,1521400,1028000,3596600,3918500,,2868008,2620734,43736600,,4694400,621552000,34347900,1341500,7358290,,12150200,732600,9192400,674000,5967136,,4738600,6000400,,16859700,
2001-06-05,471794400,9777882,5132000,8517100,255162000,3385500,396333,124800,5270352,3469800,3655200,,88078300,5557000,2347204,3700862,,3178508,28766400,,3993205,6437502,51625800,6758900,6841400,1522600,1093200,4723200,6452500,,3713341,4377706,89454200,,6280000,987168000,37528800,2631800,12237783,,17964200,1177500,12728800,1270600,7515289,,7094100,8168800,,15492000,
2001-06-06,223176800,5926475,4680800,5876300,194722000,3493500,5239117,27200,4740291,2307400,3377300,,57377300,6277600,2341252,4085150,,2924963,27240000,,6071728,10066913,72646300,12689200,7095400,2057400,837800,5231300,2961400,,3597090,3156366,80022800,,4986400,698976000,43538700,3323100,10164776,,12808600,566400,11678800,1042400,8097452,,5926100,9837200,,12581100,
2001-06-07,325180800,6699697,4609400,6026000,68904000,2176200,4336700,19300,3946197,3108000,5978100,,53177400,5264000,2060945,4908971,,2326290,20030400,,2905379,6719190,75686000,11970800,6785400,1534400,977800,2525700,3917800,,2743385,4204786,66960000,,12457600,1141152000,33703600,3630600,13310439,,14187000,443600,8780800,867200,7022496,,11978300,5886400,,18330900,
2001-06-08,342624800,4028952,2752200,3227200,50166000,2250000,2103950,9900,6175501,2791800,2421400,,51469500,3163000,2637033,2948606,,3506733,23390400,,10860951,3241659,68334700,7355600,4425000,1318600,648700,2461900,2732200,,2309237,2221865,51867000,,3804800,712680000,21379300,2409600,6377649,,11969200,595300,7491600,521600,4768121,,6586500,4761200,,11362500,
2001-06-11,294000000,7699027,10909000,5330300,99420000,1662300,1103533,41600,3829153,3129600,3012500,,50494800,4930800,2425166,3151647,,3730774,22374400,,11921086,6843664,41072800,6247800,3476200,1477000,808800,2642300,3419400,,2033439,4531552,47345600,,5498400,581928000,26158600,2872800,6657380,,19297200,952800,8884000,710400,4977446,,4697100,7986400,,9700500,
2001-06-12,303794400,6239908,8004000,12739700,86674000,3116800,806200,44500,4843466,3202800,3911200,,57859100,3928000,1180148,3523467,,7840019,26771200,,28191797,7637369,54088900,8116400,4899400,1624200,810000,3717600,2964700,,4883986,5064774,66714600,,6781600,1102728000,35267300,3302400,7890666,,25350000,1158600,9898800,1290400,7046328,,18203000,7834400,,13407600,
2001-06-13,511487200,4809971,6742800,9385500,75688000,2164000,1469833,30900,3609984,1698200,3015000,,57764900,4214400,1559248,3502484,,6907800,22227200,,28334973,5965547,41032400,7347500,5575600,1717400,832800,3222700,2124200,,3369132,5037422,55302400,,4986400,938712000,34243200,2663900,10797176,,21186200,536500,12497600,533800,4455790,,6454700,5786800,,10570500,
2001-06-14,297348800,6912662,11826000,8200000,101766000,3756600,965867,105400,3419183,4250600,3676600,,85642500,3096400,4837239,4397871,,12546455,13544000,,90432511,7847615,41913100,6765500,7021600,1692800,1534300,4808100,2584600,,3292349,5339665,71972400,,7860800,946152000,45062500,2923900,10748587,,23156600,1863400,9846800,673600,6548107,,11356300,8593200,,13663800,
2001-06-15,454624800,10060796,19427000,9937200,153432000,5906700,1439217,93300,7628468,6508600,4343500,,116601600,5008600,4107607,6663153,,9130406,43027200,,29475664,13043725,54910400,16099300,13749800,1915800,1488400,11853500,5487800,,6062763,8442583,108354400,,12663200,1094544000,59629800,5388900,20704354,,34356600,2019200,14706400,1070000,15255393,,10887000,8583600,,43183200,
2001-06-18,345912000,9641549,7543000,5031700,114342000,2425600,827233,26100,5883626,2958200,6065400,,54183100,3701000,2719162,6174861,,4194734,33056000,,19338147,5421209,27854300,7108600,6354400,730000,835300,5075800,3967100,,3899678,3924760,56846800,,5157600,856656000,51419000,2316200,10778520,,27066400,793800,10194000,757000,7549580,,5820400,7112400,,21368700,
2001-06-19,321087200,8607245,13882400,6065500,122190000,4464100,912867,13700,4577963,4550200,6574900,,60739500,3441000,1597932,5340699,,4713301,24766400,,20434049,6435829,60427600,5717600,5441000,1170000,608400,4407300,5605800,,4066878,3917634,63457400,,10737600,1513128000,123132300,4891400,12626182,,21160200,1252400,16414000,908600,7144172,,11495500,4019200,,15530400,
2001-06-20,431620000,11741790,10851000,8111200,213046000,5950700,1012067,246200,5848954,4243600,8263500,,67861900,4553400,3168487,6074404,11000.0,6260405,52390400,,17650029,9234402,43070200,7645800,8301800,1709000,1323300,3903200,5344800,,7833082,4655845,64108400,,10246400,1759200000,64848800,4009700,12994239,,28049800,553200,15941600,1592600,10525535,,14956300,5333600,,17739000,
2001-06-21,341331200,14180636,9827200,9611200,195548000,9721900,525217,45600,4662962,5216600,6050300,,82574700,7991200,3129208,4577293,39300.0,6670781,48112000,,14724721,8530967,45895500,7181900,10298800,1726200,1160500,3504300,4679900,,9363006,4312939,69603800,,17780000,1484568000,42898000,7464200,12828023,,32745600,922500,48006000,2801600,20094083,,8423900,8900800,,26831400,
2001-06-22,286025600,8523931,5599000,6981200,126334000,6131500,947900,46100,5527976,3723400,5761000,,52644300,5513600,5177655,6095793,33800.0,5136092,48728000,,10469393,5865131,30366800,7293900,9211200,1601000,1243200,4046300,3864600,,3490406,19734888,51092000,,8082400,761184000,29738200,4834700,15063136,,22582000,649600,18416400,967600,7919771,,7779000,7057200,,14501100,
2001-06-25,439549600,5325006,4447400,8807500,138940000,5424700,678450,70900,3697820,5444400,4428300,,56218100,3957600,3116115,5969589,9100.0,5653428,40249600,,20432057,5936991,28358600,4647300,14690600,1296200,951700,3658300,2843100,,4521837,7129334,49215600,,9700000,640032000,30607400,2908500,9715772,,22868600,393500,11852800,430800,6980525,,5960700,7188400,,17122200,
